date,city,state,qty_cases,qty_deaths,ibge_id
2020-03-13,BRASILIA,DF,2,0,5300108
2020-03-14,BRASILIA,DF,8,0,5300108
2020-03-15,BRASILIA,DF,14,0,5300108
2020-03-16,BRASILIA,DF,19,0,5300108
2020-03-17,BRASILIA,DF,19,0,5300108
2020-03-18,BRASILIA,DF,34,0,5300108
2020-03-19,BRASILIA,DF,42,0,5300108
2020-03-20,BRASILIA,DF,87,0,5300108
2020-03-21,BRASILIA,DF,108,0,5300108
2020-03-22,BRASILIA,DF,131,0,5300108
2020-03-23,BRASILIA,DF,146,0,5300108
2020-03-24,BRASILIA,DF,177,0,5300108
2020-03-25,BRASILIA,DF,191,0,5300108
2020-03-26,BRASILIA,DF,201,0,5300108
2020-03-27,BRASILIA,DF,242,1,5300108
2020-03-28,BRASILIA,DF,260,1,5300108
2020-03-29,BRASILIA,DF,298,1,5300108
2020-03-30,BRASILIA,DF,312,2,5300108
2020-03-31,BRASILIA,DF,333,3,5300108
2020-04-01,BRASILIA,DF,370,4,5300108
2020-04-01,AFONSO CLAUDIO,ES,1,0,3200102
2020-03-31,ALTO RIO NOVO,ES,1,0,3200359
2020-04-01,ALTO RIO NOVO,ES,0,0,3200359
2020-04-01,ARACRUZ,ES,1,0,3200607
2020-03-20,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-21,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-22,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-23,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-24,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-25,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-26,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-27,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-28,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-29,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-30,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-31,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-04-01,CACHOEIRO DE ITAPEMIRIM,ES,1,0,3201209
2020-03-20,CARIACICA,ES,1,0,3201308
2020-03-21,CARIACICA,ES,1,0,3201308
2020-03-22,CARIACICA,ES,1,0,3201308
2020-03-23,CARIACICA,ES,1,0,3201308
2020-03-24,CARIACICA,ES,1,0,3201308
2020-03-25,CARIACICA,ES,1,0,3201308
2020-03-26,CARIACICA,ES,1,0,3201308
2020-03-27,CARIACICA,ES,1,0,3201308
2020-03-28,CARIACICA,ES,1,0,3201308
2020-03-29,CARIACICA,ES,2,0,3201308
2020-03-30,CARIACICA,ES,3,0,3201308
2020-03-31,CARIACICA,ES,5,0,3201308
2020-04-01,CARIACICA,ES,7,0,3201308
2020-03-26,CASTELO,ES,1,0,3201407
2020-03-27,CASTELO,ES,1,0,3201407
2020-03-28,CASTELO,ES,1,0,3201407
2020-03-29,CASTELO,ES,1,0,3201407
2020-03-30,CASTELO,ES,1,0,3201407
2020-03-31,CASTELO,ES,1,0,3201407
2020-04-01,CASTELO,ES,2,0,3201407
2020-03-28,GUARAPARI,ES,1,0,3202405
2020-03-29,GUARAPARI,ES,1,0,3202405
2020-03-30,GUARAPARI,ES,1,0,3202405
2020-03-31,GUARAPARI,ES,2,0,3202405
2020-04-01,GUARAPARI,ES,2,0,3202405
2020-03-28,ITAPEMIRIM,ES,1,0,3202801
2020-03-29,ITAPEMIRIM,ES,1,0,3202801
2020-03-30,ITAPEMIRIM,ES,1,0,3202801
2020-03-31,ITAPEMIRIM,ES,1,0,3202801
2020-04-01,ITAPEMIRIM,ES,1,0,3202801
2020-03-14,LINHARES,ES,1,0,3203205
2020-03-15,LINHARES,ES,1,0,3203205
2020-03-16,LINHARES,ES,1,0,3203205
2020-03-17,LINHARES,ES,1,0,3203205
2020-03-18,LINHARES,ES,1,0,3203205
2020-03-19,LINHARES,ES,1,0,3203205
2020-03-20,LINHARES,ES,1,0,3203205
2020-03-21,LINHARES,ES,1,0,3203205
2020-03-22,LINHARES,ES,2,0,3203205
2020-03-23,LINHARES,ES,2,0,3203205
2020-03-24,LINHARES,ES,3,0,3203205
2020-03-25,LINHARES,ES,3,0,3203205
2020-03-26,LINHARES,ES,3,0,3203205
2020-03-27,LINHARES,ES,4,0,3203205
2020-03-28,LINHARES,ES,4,0,3203205
2020-03-29,LINHARES,ES,4,0,3203205
2020-03-30,LINHARES,ES,4,0,3203205
2020-03-31,LINHARES,ES,4,0,3203205
2020-04-01,LINHARES,ES,7,0,3203205
2020-03-24,SANTA TERESA,ES,1,0,3204609
2020-03-25,SANTA TERESA,ES,1,0,3204609
2020-03-26,SANTA TERESA,ES,1,0,3204609
2020-03-27,SANTA TERESA,ES,1,0,3204609
2020-03-28,SANTA TERESA,ES,1,0,3204609
2020-03-29,SANTA TERESA,ES,1,0,3204609
2020-03-30,SANTA TERESA,ES,1,0,3204609
2020-03-31,SANTA TERESA,ES,1,0,3204609
2020-04-01,SANTA TERESA,ES,1,0,3204609
2020-03-29,SAO MATEUS,ES,1,0,3204906
2020-03-30,SAO MATEUS,ES,1,0,3204906
2020-03-31,SAO MATEUS,ES,1,0,3204906
2020-04-01,SAO MATEUS,ES,3,0,3204906
2020-03-27,SAO ROQUE DO CANAA,ES,1,0,3204955
2020-03-28,SAO ROQUE DO CANAA,ES,1,0,3204955
2020-03-29,SAO ROQUE DO CANAA,ES,1,0,3204955
2020-03-30,SAO ROQUE DO CANAA,ES,1,0,3204955
2020-03-31,SAO ROQUE DO CANAA,ES,1,0,3204955
2020-04-01,SAO ROQUE DO CANAA,ES,1,0,3204955
2020-03-24,SERRA,ES,1,0,3205002
2020-03-25,SERRA,ES,1,0,3205002
2020-03-26,SERRA,ES,3,0,3205002
2020-03-27,SERRA,ES,5,0,3205002
2020-03-28,SERRA,ES,5,0,3205002
2020-03-29,SERRA,ES,9,0,3205002
2020-03-30,SERRA,ES,14,0,3205002
2020-03-31,SERRA,ES,15,0,3205002
2020-04-01,SERRA,ES,22,0,3205002
2020-03-31,VIANA,ES,1,0,3205101
2020-04-01,VIANA,ES,1,0,3205101
2020-03-19,VILA VELHA,ES,7,0,3205200
2020-03-20,VILA VELHA,ES,7,0,3205200
2020-03-21,VILA VELHA,ES,11,0,3205200
2020-03-22,VILA VELHA,ES,11,0,3205200
2020-03-23,VILA VELHA,ES,12,0,3205200
2020-03-24,VILA VELHA,ES,17,0,3205200
2020-03-25,VILA VELHA,ES,17,0,3205200
2020-03-26,VILA VELHA,ES,20,0,3205200
2020-03-27,VILA VELHA,ES,22,0,3205200
2020-03-28,VILA VELHA,ES,24,0,3205200
2020-03-29,VILA VELHA,ES,28,0,3205200
2020-03-30,VILA VELHA,ES,31,0,3205200
2020-03-31,VILA VELHA,ES,35,0,3205200
2020-04-01,VILA VELHA,ES,36,0,3205200
2020-03-19,VITORIA,ES,5,0,3205309
2020-03-20,VITORIA,ES,6,0,3205309
2020-03-21,VITORIA,ES,11,0,3205309
2020-03-22,VITORIA,ES,11,0,3205309
2020-03-23,VITORIA,ES,13,0,3205309
2020-03-24,VITORIA,ES,15,0,3205309
2020-03-25,VITORIA,ES,16,0,3205309
2020-03-26,VITORIA,ES,18,0,3205309
2020-03-27,VITORIA,ES,18,0,3205309
2020-03-28,VITORIA,ES,21,0,3205309
2020-03-29,VITORIA,ES,22,0,3205309
2020-03-30,VITORIA,ES,26,0,3205309
2020-03-31,VITORIA,ES,28,0,3205309
2020-04-01,VITORIA,ES,34,0,3205309
2020-04-01,undefined,ES,0,0,-1
2020-03-28,AGUAS LINDAS DE GOIAS,GO,1,0,5200258
2020-03-29,AGUAS LINDAS DE GOIAS,GO,1,0,5200258
2020-03-30,AGUAS LINDAS DE GOIAS,GO,1,0,5200258
2020-03-31,AGUAS LINDAS DE GOIAS,GO,1,0,5200258
2020-04-01,AGUAS LINDAS DE GOIAS,GO,1,0,5200258
2020-03-16,ANAPOLIS,GO,2,0,5201108
2020-03-17,ANAPOLIS,GO,2,0,5201108
2020-03-18,ANAPOLIS,GO,2,0,5201108
2020-03-19,ANAPOLIS,GO,2,0,5201108
2020-03-20,ANAPOLIS,GO,2,0,5201108
2020-03-21,ANAPOLIS,GO,2,0,5201108
2020-03-22,ANAPOLIS,GO,2,0,5201108
2020-03-23,ANAPOLIS,GO,2,0,5201108
2020-03-24,ANAPOLIS,GO,3,0,5201108
2020-03-25,ANAPOLIS,GO,3,0,5201108
2020-03-26,ANAPOLIS,GO,3,0,5201108
2020-03-27,ANAPOLIS,GO,3,0,5201108
2020-03-28,ANAPOLIS,GO,4,0,5201108
2020-03-29,ANAPOLIS,GO,4,0,5201108
2020-03-30,ANAPOLIS,GO,4,0,5201108
2020-03-31,ANAPOLIS,GO,4,0,5201108
2020-04-01,ANAPOLIS,GO,4,0,5201108
2020-03-18,APARECIDA DE GOIANIA,GO,1,0,5201405
2020-03-19,APARECIDA DE GOIANIA,GO,1,0,5201405
2020-03-20,APARECIDA DE GOIANIA,GO,1,0,5201405
2020-03-21,APARECIDA DE GOIANIA,GO,2,0,5201405
2020-03-22,APARECIDA DE GOIANIA,GO,1,0,5201405
2020-03-23,APARECIDA DE GOIANIA,GO,2,0,5201405
2020-03-24,APARECIDA DE GOIANIA,GO,2,0,5201405
2020-03-25,APARECIDA DE GOIANIA,GO,2,0,5201405
2020-03-26,APARECIDA DE GOIANIA,GO,2,0,5201405
2020-03-27,APARECIDA DE GOIANIA,GO,2,0,5201405
2020-03-28,APARECIDA DE GOIANIA,GO,2,0,5201405
2020-03-29,APARECIDA DE GOIANIA,GO,2,0,5201405
2020-03-30,APARECIDA DE GOIANIA,GO,2,0,5201405
2020-03-31,APARECIDA DE GOIANIA,GO,2,0,5201405
2020-04-01,APARECIDA DE GOIANIA,GO,2,0,5201405
2020-04-01,CALDAS NOVAS,GO,1,0,5204508
2020-04-01,CAMPESTRE DE GOIAS,GO,1,0,5204607
2020-03-22,CATALAO,GO,1,0,5205109
2020-03-23,CATALAO,GO,1,0,5205109
2020-03-24,CATALAO,GO,1,0,5205109
2020-03-25,CATALAO,GO,1,0,5205109
2020-03-26,CATALAO,GO,1,0,5205109
2020-03-27,CATALAO,GO,1,0,5205109
2020-03-28,CATALAO,GO,1,0,5205109
2020-03-29,CATALAO,GO,1,0,5205109
2020-03-30,CATALAO,GO,1,0,5205109
2020-03-31,CATALAO,GO,1,0,5205109
2020-04-01,CATALAO,GO,1,0,5205109
2020-04-01,CIDADE OCIDENTAL,GO,1,0,5205497
2020-03-28,GOIANESIA,GO,1,0,5208608
2020-03-29,GOIANESIA,GO,1,0,5208608
2020-03-30,GOIANESIA,GO,1,0,5208608
2020-03-31,GOIANESIA,GO,1,0,5208608
2020-04-01,GOIANESIA,GO,1,0,5208608
2020-03-12,GOIANIA,GO,2,0,5208707
2020-03-13,GOIANIA,GO,2,0,5208707
2020-03-14,GOIANIA,GO,3,0,5208707
2020-03-15,GOIANIA,GO,3,0,5208707
2020-03-16,GOIANIA,GO,5,0,5208707
2020-03-17,GOIANIA,GO,5,0,5208707
2020-03-18,GOIANIA,GO,5,0,5208707
2020-03-19,GOIANIA,GO,7,0,5208707
2020-03-20,GOIANIA,GO,7,0,5208707
2020-03-21,GOIANIA,GO,9,0,5208707
2020-03-22,GOIANIA,GO,11,0,5208707
2020-03-23,GOIANIA,GO,12,0,5208707
2020-03-24,GOIANIA,GO,15,0,5208707
2020-03-25,GOIANIA,GO,15,0,5208707
2020-03-26,GOIANIA,GO,21,0,5208707
2020-03-27,GOIANIA,GO,26,0,5208707
2020-03-28,GOIANIA,GO,33,0,5208707
2020-03-29,GOIANIA,GO,33,0,5208707
2020-03-30,GOIANIA,GO,35,0,5208707
2020-03-31,GOIANIA,GO,39,0,5208707
2020-04-01,GOIANIA,GO,42,0,5208707
2020-03-27,HIDROLANDIA,GO,1,0,5209705
2020-03-28,HIDROLANDIA,GO,1,0,5209705
2020-03-29,HIDROLANDIA,GO,1,0,5209705
2020-03-30,HIDROLANDIA,GO,1,0,5209705
2020-03-31,HIDROLANDIA,GO,1,0,5209705
2020-04-01,HIDROLANDIA,GO,0,0,5209705
2020-03-30,ITUMBIARA,GO,2,0,5211503
2020-03-31,ITUMBIARA,GO,2,0,5211503
2020-04-01,ITUMBIARA,GO,2,0,5211503
2020-03-18,JATAI,GO,1,0,5211909
2020-03-19,JATAI,GO,1,0,5211909
2020-03-20,JATAI,GO,1,0,5211909
2020-03-21,JATAI,GO,1,0,5211909
2020-03-22,JATAI,GO,1,0,5211909
2020-03-23,JATAI,GO,1,0,5211909
2020-03-24,JATAI,GO,1,0,5211909
2020-03-25,JATAI,GO,1,0,5211909
2020-03-26,JATAI,GO,1,0,5211909
2020-03-27,JATAI,GO,1,0,5211909
2020-03-28,JATAI,GO,2,0,5211909
2020-03-29,JATAI,GO,2,0,5211909
2020-03-30,JATAI,GO,2,0,5211909
2020-03-31,JATAI,GO,2,0,5211909
2020-04-01,JATAI,GO,2,0,5211909
2020-03-25,LUZIANIA,GO,1,0,5212501
2020-03-26,LUZIANIA,GO,1,1,5212501
2020-03-27,LUZIANIA,GO,1,1,5212501
2020-03-28,LUZIANIA,GO,1,1,5212501
2020-03-29,LUZIANIA,GO,1,1,5212501
2020-03-30,LUZIANIA,GO,1,1,5212501
2020-03-31,LUZIANIA,GO,1,1,5212501
2020-04-01,LUZIANIA,GO,1,1,5212501
2020-03-31,PARANAIGUARA,GO,1,0,5216304
2020-04-01,PARANAIGUARA,GO,1,0,5216304
2020-03-12,RIO VERDE,GO,1,0,5218805
2020-03-13,RIO VERDE,GO,1,0,5218805
2020-03-14,RIO VERDE,GO,1,0,5218805
2020-03-15,RIO VERDE,GO,1,0,5218805
2020-03-16,RIO VERDE,GO,2,0,5218805
2020-03-17,RIO VERDE,GO,2,0,5218805
2020-03-18,RIO VERDE,GO,3,0,5218805
2020-03-19,RIO VERDE,GO,3,0,5218805
2020-03-20,RIO VERDE,GO,3,0,5218805
2020-03-21,RIO VERDE,GO,3,0,5218805
2020-03-22,RIO VERDE,GO,5,0,5218805
2020-03-23,RIO VERDE,GO,5,0,5218805
2020-03-24,RIO VERDE,GO,5,0,5218805
2020-03-25,RIO VERDE,GO,6,0,5218805
2020-03-26,RIO VERDE,GO,6,0,5218805
2020-03-27,RIO VERDE,GO,6,0,5218805
2020-03-28,RIO VERDE,GO,7,0,5218805
2020-03-29,RIO VERDE,GO,7,0,5218805
2020-03-30,RIO VERDE,GO,7,0,5218805
2020-03-31,RIO VERDE,GO,7,0,5218805
2020-04-01,RIO VERDE,GO,7,0,5218805
2020-03-25,SILVANIA,GO,1,0,5220603
2020-03-26,SILVANIA,GO,1,0,5220603
2020-03-27,SILVANIA,GO,1,0,5220603
2020-03-28,SILVANIA,GO,1,0,5220603
2020-03-29,SILVANIA,GO,1,0,5220603
2020-03-30,SILVANIA,GO,1,0,5220603
2020-03-31,SILVANIA,GO,1,0,5220603
2020-04-01,SILVANIA,GO,1,0,5220603
2020-04-01,TRINDADE,GO,1,0,5221403
2020-03-24,VALPARAISO DE GOIAS,GO,2,0,5221858
2020-03-25,VALPARAISO DE GOIAS,GO,2,0,5221858
2020-03-26,VALPARAISO DE GOIAS,GO,2,0,5221858
2020-03-27,VALPARAISO DE GOIAS,GO,2,0,5221858
2020-03-28,VALPARAISO DE GOIAS,GO,2,0,5221858
2020-03-29,VALPARAISO DE GOIAS,GO,2,0,5221858
2020-03-30,VALPARAISO DE GOIAS,GO,2,0,5221858
2020-03-31,VALPARAISO DE GOIAS,GO,3,0,5221858
2020-04-01,VALPARAISO DE GOIAS,GO,4,0,5221858
2020-03-27,undefined,GO,5,0,-1
2020-03-28,undefined,GO,0,0,-1
2020-03-29,undefined,GO,0,0,-1
2020-03-30,undefined,GO,0,0,-1
2020-03-31,undefined,GO,0,0,-1
2020-04-01,undefined,GO,0,0,-1
2020-04-01,ACAILANDIA,MA,1,0,2100055
2020-03-26,IMPERATRIZ,MA,1,0,2105302
2020-03-27,IMPERATRIZ,MA,1,0,2105302
2020-03-28,IMPERATRIZ,MA,1,0,2105302
2020-03-29,IMPERATRIZ,MA,1,0,2105302
2020-03-30,IMPERATRIZ,MA,1,0,2105302
2020-03-31,IMPERATRIZ,MA,1,0,2105302
2020-04-01,IMPERATRIZ,MA,1,0,2105302
2020-03-21,SAO LUIS,MA,2,0,2111300
2020-03-22,SAO LUIS,MA,2,0,2111300
2020-03-23,SAO LUIS,MA,8,0,2111300
2020-03-24,SAO LUIS,MA,8,0,2111300
2020-03-25,SAO LUIS,MA,8,0,2111300
2020-03-26,SAO LUIS,MA,9,0,2111300
2020-03-27,SAO LUIS,MA,13,0,2111300
2020-03-28,SAO LUIS,MA,15,0,2111300
2020-03-29,SAO LUIS,MA,21,1,2111300
2020-03-30,SAO LUIS,MA,22,1,2111300
2020-03-31,SAO LUIS,MA,30,1,2111300
2020-04-01,SAO LUIS,MA,68,1,2111300
2020-03-31,ALFENAS,MG,1,0,3101607
2020-04-01,ALFENAS,MG,1,0,3101607
2020-04-01,ARAGUARI,MG,1,0,3103504
2020-03-15,BELO HORIZONTE,MG,1,0,3106200
2020-03-16,BELO HORIZONTE,MG,1,0,3106200
2020-03-17,BELO HORIZONTE,MG,5,0,3106200
2020-03-18,BELO HORIZONTE,MG,10,0,3106200
2020-03-19,BELO HORIZONTE,MG,18,0,3106200
2020-03-20,BELO HORIZONTE,MG,20,0,3106200
2020-03-21,BELO HORIZONTE,MG,30,0,3106200
2020-03-22,BELO HORIZONTE,MG,30,0,3106200
2020-03-23,BELO HORIZONTE,MG,60,0,3106200
2020-03-24,BELO HORIZONTE,MG,87,0,3106200
2020-03-25,BELO HORIZONTE,MG,90,0,3106200
2020-03-26,BELO HORIZONTE,MG,96,0,3106200
2020-03-27,BELO HORIZONTE,MG,118,0,3106200
2020-03-28,BELO HORIZONTE,MG,129,0,3106200
2020-03-29,BELO HORIZONTE,MG,143,0,3106200
2020-03-30,BELO HORIZONTE,MG,163,0,3106200
2020-03-31,BELO HORIZONTE,MG,163,1,3106200
2020-04-01,BELO HORIZONTE,MG,188,2,3106200
2020-03-23,BETIM,MG,1,0,3106705
2020-03-24,BETIM,MG,1,0,3106705
2020-03-25,BETIM,MG,1,0,3106705
2020-03-26,BETIM,MG,3,0,3106705
2020-03-27,BETIM,MG,4,0,3106705
2020-03-28,BETIM,MG,4,0,3106705
2020-03-29,BETIM,MG,5,0,3106705
2020-03-30,BETIM,MG,5,0,3106705
2020-03-31,BETIM,MG,5,0,3106705
2020-04-01,BETIM,MG,5,0,3106705
2020-03-26,BOA ESPERANCA,MG,1,0,3107109
2020-03-27,BOA ESPERANCA,MG,1,0,3107109
2020-03-28,BOA ESPERANCA,MG,1,0,3107109
2020-03-29,BOA ESPERANCA,MG,1,0,3107109
2020-03-30,BOA ESPERANCA,MG,1,0,3107109
2020-03-31,BOA ESPERANCA,MG,1,0,3107109
2020-04-01,BOA ESPERANCA,MG,1,0,3107109
2020-03-23,BOM DESPACHO,MG,1,0,3107406
2020-03-24,BOM DESPACHO,MG,1,0,3107406
2020-03-25,BOM DESPACHO,MG,1,0,3107406
2020-03-26,BOM DESPACHO,MG,1,0,3107406
2020-03-27,BOM DESPACHO,MG,1,0,3107406
2020-03-28,BOM DESPACHO,MG,1,0,3107406
2020-03-29,BOM DESPACHO,MG,1,0,3107406
2020-03-30,BOM DESPACHO,MG,1,0,3107406
2020-03-31,BOM DESPACHO,MG,1,0,3107406
2020-04-01,BOM DESPACHO,MG,1,0,3107406
2020-03-27,CAMPO BELO,MG,1,0,3111200
2020-03-28,CAMPO BELO,MG,1,0,3111200
2020-03-29,CAMPO BELO,MG,1,0,3111200
2020-03-30,CAMPO BELO,MG,1,0,3111200
2020-03-31,CAMPO BELO,MG,1,0,3111200
2020-04-01,CAMPO BELO,MG,1,0,3111200
2020-03-23,CAMPOS ALTOS,MG,1,0,3111507
2020-03-24,CAMPOS ALTOS,MG,1,0,3111507
2020-03-25,CAMPOS ALTOS,MG,1,0,3111507
2020-03-26,CAMPOS ALTOS,MG,1,0,3111507
2020-03-27,CAMPOS ALTOS,MG,1,0,3111507
2020-03-28,CAMPOS ALTOS,MG,1,0,3111507
2020-03-29,CAMPOS ALTOS,MG,1,0,3111507
2020-03-30,CAMPOS ALTOS,MG,1,0,3111507
2020-03-31,CAMPOS ALTOS,MG,1,0,3111507
2020-04-01,CAMPOS ALTOS,MG,1,0,3111507
2020-03-28,CARMO DO CAJURU,MG,1,0,3114204
2020-03-29,CARMO DO CAJURU,MG,1,0,3114204
2020-03-30,CARMO DO CAJURU,MG,1,0,3114204
2020-03-30,CARMO DO CAJURU,MG,1,0,3114204
2020-03-31,CARMO DO CAJURU,MG,1,0,3114204
2020-04-01,CARMO DO CAJURU,MG,1,0,3114204
2020-04-01,CARMO DO CAJURU,MG,1,0,3114204
2020-03-23,CONTAGEM,MG,1,0,3118601
2020-03-24,CONTAGEM,MG,2,0,3118601
2020-03-25,CONTAGEM,MG,2,0,3118601
2020-03-26,CONTAGEM,MG,2,0,3118601
2020-03-27,CONTAGEM,MG,3,0,3118601
2020-03-28,CONTAGEM,MG,4,0,3118601
2020-03-29,CONTAGEM,MG,4,0,3118601
2020-03-30,CONTAGEM,MG,5,0,3118601
2020-03-31,CONTAGEM,MG,5,0,3118601
2020-04-01,CONTAGEM,MG,7,0,3118601
2020-03-17,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-18,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-19,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-20,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-21,CORONEL FABRICIANO,MG,2,0,3119401
2020-03-22,CORONEL FABRICIANO,MG,2,0,3119401
2020-03-23,CORONEL FABRICIANO,MG,2,0,3119401
2020-03-24,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-25,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-26,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-27,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-28,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-29,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-30,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-31,CORONEL FABRICIANO,MG,1,0,3119401
2020-04-01,CORONEL FABRICIANO,MG,1,0,3119401
2020-03-30,CURVELO,MG,1,0,3120904
2020-03-09,DIVINOPOLIS,MG,1,0,3122306
2020-03-10,DIVINOPOLIS,MG,1,0,3122306
2020-03-11,DIVINOPOLIS,MG,1,0,3122306
2020-03-12,DIVINOPOLIS,MG,1,0,3122306
2020-03-13,DIVINOPOLIS,MG,1,0,3122306
2020-03-14,DIVINOPOLIS,MG,1,0,3122306
2020-03-15,DIVINOPOLIS,MG,1,0,3122306
2020-03-16,DIVINOPOLIS,MG,1,0,3122306
2020-03-17,DIVINOPOLIS,MG,1,0,3122306
2020-03-18,DIVINOPOLIS,MG,1,0,3122306
2020-03-19,DIVINOPOLIS,MG,1,0,3122306
2020-03-20,DIVINOPOLIS,MG,1,0,3122306
2020-03-21,DIVINOPOLIS,MG,1,0,3122306
2020-03-22,DIVINOPOLIS,MG,1,0,3122306
2020-03-23,DIVINOPOLIS,MG,1,0,3122306
2020-03-24,DIVINOPOLIS,MG,1,0,3122306
2020-03-25,DIVINOPOLIS,MG,1,0,3122306
2020-03-26,DIVINOPOLIS,MG,2,0,3122306
2020-03-27,DIVINOPOLIS,MG,6,0,3122306
2020-03-28,DIVINOPOLIS,MG,5,0,3122306
2020-03-29,DIVINOPOLIS,MG,7,0,3122306
2020-03-30,DIVINOPOLIS,MG,9,0,3122306
2020-03-31,DIVINOPOLIS,MG,9,0,3122306
2020-04-01,DIVINOPOLIS,MG,13,0,3122306
2020-03-29,EXTREMA,MG,1,0,3125101
2020-03-30,EXTREMA,MG,1,0,3125101
2020-03-31,EXTREMA,MG,1,0,3125101
2020-04-01,EXTREMA,MG,1,0,3125101
2020-03-26,GOVERNADOR VALADARES,MG,1,0,3127701
2020-03-27,GOVERNADOR VALADARES,MG,1,0,3127701
2020-03-28,GOVERNADOR VALADARES,MG,1,0,3127701
2020-03-29,GOVERNADOR VALADARES,MG,2,0,3127701
2020-03-30,GOVERNADOR VALADARES,MG,2,0,3127701
2020-03-31,GOVERNADOR VALADARES,MG,2,0,3127701
2020-04-01,GOVERNADOR VALADARES,MG,2,0,3127701
2020-03-28,GUIMARANIA,MG,1,0,3128907
2020-03-29,GUIMARANIA,MG,1,0,3128907
2020-03-30,GUIMARANIA,MG,1,0,3128907
2020-03-31,GUIMARANIA,MG,1,0,3128907
2020-04-01,GUIMARANIA,MG,1,0,3128907
2020-03-12,IPATINGA,MG,1,0,3131307
2020-03-13,IPATINGA,MG,1,0,3131307
2020-03-14,IPATINGA,MG,1,0,3131307
2020-03-15,IPATINGA,MG,1,0,3131307
2020-03-16,IPATINGA,MG,1,0,3131307
2020-03-17,IPATINGA,MG,1,0,3131307
2020-03-18,IPATINGA,MG,1,0,3131307
2020-03-19,IPATINGA,MG,1,0,3131307
2020-03-20,IPATINGA,MG,1,0,3131307
2020-03-21,IPATINGA,MG,1,0,3131307
2020-03-22,IPATINGA,MG,1,0,3131307
2020-03-23,IPATINGA,MG,1,0,3131307
2020-03-24,IPATINGA,MG,1,0,3131307
2020-03-25,IPATINGA,MG,1,0,3131307
2020-03-26,IPATINGA,MG,1,0,3131307
2020-03-27,IPATINGA,MG,1,0,3131307
2020-03-28,IPATINGA,MG,1,0,3131307
2020-03-29,IPATINGA,MG,1,0,3131307
2020-03-30,IPATINGA,MG,1,0,3131307
2020-03-31,IPATINGA,MG,1,0,3131307
2020-04-01,IPATINGA,MG,1,0,3131307
2020-03-14,JUIZ DE FORA,MG,1,0,3136702
2020-03-15,JUIZ DE FORA,MG,2,0,3136702
2020-03-16,JUIZ DE FORA,MG,2,0,3136702
2020-03-17,JUIZ DE FORA,MG,2,0,3136702
2020-03-18,JUIZ DE FORA,MG,2,0,3136702
2020-03-19,JUIZ DE FORA,MG,2,0,3136702
2020-03-20,JUIZ DE FORA,MG,5,0,3136702
2020-03-21,JUIZ DE FORA,MG,5,0,3136702
2020-03-22,JUIZ DE FORA,MG,5,0,3136702
2020-03-23,JUIZ DE FORA,MG,8,0,3136702
2020-03-24,JUIZ DE FORA,MG,8,0,3136702
2020-03-25,JUIZ DE FORA,MG,8,0,3136702
2020-03-26,JUIZ DE FORA,MG,8,0,3136702
2020-03-27,JUIZ DE FORA,MG,11,0,3136702
2020-03-28,JUIZ DE FORA,MG,11,0,3136702
2020-03-29,JUIZ DE FORA,MG,11,0,3136702
2020-03-30,JUIZ DE FORA,MG,13,0,3136702
2020-03-31,JUIZ DE FORA,MG,23,0,3136702
2020-04-01,JUIZ DE FORA,MG,24,0,3136702
2020-03-23,LAGOA DA PRATA,MG,1,0,3137205
2020-03-24,LAGOA DA PRATA,MG,1,0,3137205
2020-03-25,LAGOA DA PRATA,MG,1,0,3137205
2020-03-26,LAGOA DA PRATA,MG,2,0,3137205
2020-03-27,LAGOA DA PRATA,MG,2,0,3137205
2020-03-28,LAGOA DA PRATA,MG,2,0,3137205
2020-03-29,LAGOA DA PRATA,MG,2,0,3137205
2020-03-30,LAGOA DA PRATA,MG,2,0,3137205
2020-03-31,LAGOA DA PRATA,MG,2,0,3137205
2020-04-01,LAGOA DA PRATA,MG,4,0,3137205
2020-04-01,LAVRAS,MG,1,0,3138203
2020-03-31,MANHUACU,MG,1,0,3139409
2020-04-01,MANHUACU,MG,1,0,3139409
