data,municipio,uf,casos confirmados,mortes
05/04/2020,Valparaíso de Goiás,GO,5,0.0
06/04/2020,Valparaíso de Goiás,GO,6,0.0
07/04/2020,Valparaíso de Goiás,GO,6,0.0
08/04/2020,Valparaíso de Goiás,GO,6,0.0
07/04/2020,Vianópolis,GO,1,0.0
08/04/2020,Vianópolis,GO,1,0.0
01/04/2020,Açailândia,MA,1,
02/04/2020,Açailândia,MA,1,
03/04/2020,Açailândia,MA,1,0.0
04/04/2020,Açailândia,MA,1,0.0
05/04/2020,Açailândia,MA,1,0.0
06/04/2020,Açailândia,MA,1,0.0
07/04/2020,Açailândia,MA,1,0.0
08/04/2020,Açailândia,MA,1,0.0
06/04/2020,Cajapió,MA,1,0.0
07/04/2020,Cajapió,MA,1,0.0
08/04/2020,Cajapió,MA,1,0.0
08/04/2020,Colinas,MA,1,0.0
08/04/2020,Icatu,MA,1,0.0
26/03/2020,Imperatriz,MA,1,
27/03/2020,Imperatriz,MA,1,
28/03/2020,Imperatriz,MA,1,
29/03/2020,Imperatriz,MA,1,
30/03/2020,Imperatriz,MA,1,
31/03/2020,Imperatriz,MA,1,
01/04/2020,Imperatriz,MA,2,
02/04/2020,Imperatriz,MA,2,
03/04/2020,Imperatriz,MA,1,0.0
04/04/2020,Imperatriz,MA,1,0.0
05/04/2020,Imperatriz,MA,1,0.0
06/04/2020,Imperatriz,MA,3,0.0
07/04/2020,Imperatriz,MA,5,0.0
08/04/2020,Imperatriz,MA,4,0.0
03/04/2020,Paço do Lumiar,MA,1,0.0
04/04/2020,Paço do Lumiar,MA,2,0.0
05/04/2020,Paço do Lumiar,MA,2,0.0
06/04/2020,Paço do Lumiar,MA,4,0.0
07/04/2020,Paço do Lumiar,MA,6,0.0
08/04/2020,Paço do Lumiar,MA,9,1.0
08/04/2020,Raposa,MA,1,0.0
07/04/2020,Santa Inês,MA,1,0.0
08/04/2020,Santa Inês,MA,1,0.0
07/04/2020,São Benedito do Rio Preto,MA,1,0.0
08/04/2020,São Benedito do Rio Preto,MA,1,0.0
03/04/2020,São José de Ribamar,MA,2,0.0
04/04/2020,São José de Ribamar,MA,3,0.0
05/04/2020,São José de Ribamar,MA,5,0.0
06/04/2020,São José de Ribamar,MA,8,0.0
07/04/2020,São José de Ribamar,MA,10,0.0
08/04/2020,São José de Ribamar,MA,21,0.0
21/03/2020,São Luís,MA,2,
22/03/2020,São Luís,MA,2,
23/03/2020,São Luís,MA,8,
24/03/2020,São Luís,MA,8,
25/03/2020,São Luís,MA,8,
26/03/2020,São Luís,MA,9,
27/03/2020,São Luís,MA,13,
28/03/2020,São Luís,MA,15,
29/03/2020,São Luís,MA,21,1.0
30/03/2020,São Luís,MA,30,1.0
31/03/2020,São Luís,MA,51,1.0
01/04/2020,São Luís,MA,68,1.0
02/04/2020,São Luís,MA,78,1.0
03/04/2020,São Luís,MA,82,1.0
04/04/2020,São Luís,MA,86,2.0
05/04/2020,São Luís,MA,121,2.0
06/04/2020,São Luís,MA,152,4.0
07/04/2020,São Luís,MA,203,11.0
08/04/2020,São Luís,MA,228,11.0
04/04/2020,Timon,MA,2,0.0
05/04/2020,Timon,MA,2,0.0
06/04/2020,Timon,MA,2,0.0
07/04/2020,Timon,MA,2,0.0
08/04/2020,Timon,MA,2,0.0
08/04/2020,Urbano Santos,MA,1,0.0
31/03/2020,Alfenas,MG,1,
01/04/2020,Alfenas,MG,1,
02/04/2020,Alfenas,MG,1,
03/04/2020,Alfenas,MG,1,0.0
04/04/2020,Alfenas,MG,1,0.0
05/04/2020,Alfenas,MG,1,0.0
06/04/2020,Alfenas,MG,1,0.0
07/04/2020,Alfenas,MG,1,0.0
08/04/2020,Alfenas,MG,1,0.0
08/04/2020,Alpercata,MG,1,0.0
01/04/2020,Araguari,MG,1,
02/04/2020,Araguari,MG,1,
03/04/2020,Araguari,MG,1,0.0
04/04/2020,Araguari,MG,1,0.0
05/04/2020,Araguari,MG,2,0.0
06/04/2020,Araguari,MG,2,0.0
07/04/2020,Araguari,MG,2,0.0
08/04/2020,Araguari,MG,2,0.0
02/04/2020,Arcos,MG,1,
03/04/2020,Arcos,MG,1,0.0
04/04/2020,Arcos,MG,1,0.0
05/04/2020,Arcos,MG,1,0.0
06/04/2020,Arcos,MG,1,0.0
07/04/2020,Arcos,MG,2,0.0
08/04/2020,Arcos,MG,2,0.0
02/04/2020,Barbacena,MG,1,
03/04/2020,Barbacena,MG,1,0.0
04/04/2020,Barbacena,MG,1,0.0
05/04/2020,Barbacena,MG,1,0.0
06/04/2020,Barbacena,MG,1,0.0
07/04/2020,Barbacena,MG,1,0.0
08/04/2020,Barbacena,MG,1,0.0
15/03/2020,Belo Horizonte,MG,1,
16/03/2020,Belo Horizonte,MG,1,
17/03/2020,Belo Horizonte,MG,5,
18/03/2020,Belo Horizonte,MG,10,
19/03/2020,Belo Horizonte,MG,18,
20/03/2020,Belo Horizonte,MG,20,
21/03/2020,Belo Horizonte,MG,30,
22/03/2020,Belo Horizonte,MG,30,
23/03/2020,Belo Horizonte,MG,60,
24/03/2020,Belo Horizonte,MG,87,
25/03/2020,Belo Horizonte,MG,90,
26/03/2020,Belo Horizonte,MG,96,
27/03/2020,Belo Horizonte,MG,118,
28/03/2020,Belo Horizonte,MG,129,
29/03/2020,Belo Horizonte,MG,143,
30/03/2020,Belo Horizonte,MG,163,
31/03/2020,Belo Horizonte,MG,163,1.0
01/04/2020,Belo Horizonte,MG,188,1.0
02/04/2020,Belo Horizonte,MG,210,3.0
03/04/2020,Belo Horizonte,MG,225,3.0
04/04/2020,Belo Horizonte,MG,237,3.0
05/04/2020,Belo Horizonte,MG,259,3.0
06/04/2020,Belo Horizonte,MG,264,4.0
07/04/2020,Belo Horizonte,MG,275,5.0
08/04/2020,Belo Horizonte,MG,299,6.0
23/03/2020,Betim,MG,1,
24/03/2020,Betim,MG,1,
25/03/2020,Betim,MG,1,
26/03/2020,Betim,MG,3,
27/03/2020,Betim,MG,4,
28/03/2020,Betim,MG,4,
29/03/2020,Betim,MG,5,
30/03/2020,Betim,MG,5,
31/03/2020,Betim,MG,5,
01/04/2020,Betim,MG,5,
02/04/2020,Betim,MG,5,
03/04/2020,Betim,MG,5,0.0
04/04/2020,Betim,MG,5,0.0
05/04/2020,Betim,MG,5,0.0
06/04/2020,Betim,MG,6,0.0
07/04/2020,Betim,MG,6,0.0
08/04/2020,Betim,MG,6,0.0
26/03/2020,Boa Esperança,MG,1,
27/03/2020,Boa Esperança,MG,1,
28/03/2020,Boa Esperança,MG,1,
29/03/2020,Boa Esperança,MG,1,
30/03/2020,Boa Esperança,MG,1,
31/03/2020,Boa Esperança,MG,1,
01/04/2020,Boa Esperança,MG,1,
02/04/2020,Boa Esperança,MG,1,
03/04/2020,Boa Esperança,MG,1,0.0
04/04/2020,Boa Esperança,MG,1,0.0
05/04/2020,Boa Esperança,MG,1,0.0
06/04/2020,Boa Esperança,MG,1,0.0
07/04/2020,Boa Esperança,MG,2,0.0
08/04/2020,Boa Esperança,MG,3,0.0
23/03/2020,Bom Despacho,MG,1,
24/03/2020,Bom Despacho,MG,1,
25/03/2020,Bom Despacho,MG,1,
26/03/2020,Bom Despacho,MG,1,
27/03/2020,Bom Despacho,MG,1,
28/03/2020,Bom Despacho,MG,1,
29/03/2020,Bom Despacho,MG,1,
30/03/2020,Bom Despacho,MG,1,
31/03/2020,Bom Despacho,MG,1,
01/04/2020,Bom Despacho,MG,1,
02/04/2020,Bom Despacho,MG,1,
03/04/2020,Bom Despacho,MG,1,0.0
04/04/2020,Bom Despacho,MG,1,0.0
05/04/2020,Bom Despacho,MG,1,0.0
06/04/2020,Bom Despacho,MG,1,0.0
07/04/2020,Bom Despacho,MG,1,0.0
08/04/2020,Bom Despacho,MG,1,0.0
07/04/2020,Botelhos,MG,1,0.0
08/04/2020,Botelhos,MG,1,0.0
06/04/2020,Cambuí,MG,1,0.0
07/04/2020,Cambuí,MG,1,0.0
08/04/2020,Cambuí,MG,1,0.0
27/03/2020,Campo Belo,MG,1,
28/03/2020,Campo Belo,MG,1,
29/03/2020,Campo Belo,MG,1,
30/03/2020,Campo Belo,MG,1,
31/03/2020,Campo Belo,MG,1,
01/04/2020,Campo Belo,MG,1,
02/04/2020,Campo Belo,MG,1,
03/04/2020,Campo Belo,MG,1,0.0
04/04/2020,Campo Belo,MG,1,0.0
05/04/2020,Campo Belo,MG,1,0.0
06/04/2020,Campo Belo,MG,1,0.0
07/04/2020,Campo Belo,MG,1,0.0
08/04/2020,Campo Belo,MG,1,0.0
23/03/2020,Campos Altos,MG,1,
24/03/2020,Campos Altos,MG,1,
25/03/2020,Campos Altos,MG,1,
26/03/2020,Campos Altos,MG,1,
27/03/2020,Campos Altos,MG,1,
28/03/2020,Campos Altos,MG,1,
29/03/2020,Campos Altos,MG,1,
30/03/2020,Campos Altos,MG,1,
31/03/2020,Campos Altos,MG,1,
01/04/2020,Campos Altos,MG,1,
02/04/2020,Campos Altos,MG,1,
03/04/2020,Campos Altos,MG,1,0.0
04/04/2020,Campos Altos,MG,1,0.0
05/04/2020,Campos Altos,MG,1,0.0
06/04/2020,Campos Altos,MG,1,0.0
07/04/2020,Campos Altos,MG,1,0.0
08/04/2020,Campos Altos,MG,1,0.0
02/04/2020,Capitólio,MG,1,
03/04/2020,Capitólio,MG,1,0.0
04/04/2020,Capitólio,MG,1,0.0
05/04/2020,Capitólio,MG,1,0.0
06/04/2020,Capitólio,MG,1,0.0
07/04/2020,Capitólio,MG,1,0.0
08/04/2020,Capitólio,MG,1,0.0
08/04/2020,Carangola,MG,1,0.0
04/04/2020,Carmo da Cachoeira,MG,1,0.0
05/04/2020,Carmo da Cachoeira,MG,1,0.0
06/04/2020,Carmo da Cachoeira,MG,1,0.0
07/04/2020,Carmo da Cachoeira,MG,1,0.0
08/04/2020,Carmo da Cachoeira,MG,1,0.0
30/03/2020,Carmo do Cajuru,MG,1,
31/03/2020,Carmo do Cajuru,MG,1,
01/04/2020,Carmo do Cajuru,MG,1,
02/04/2020,Carmo do Cajuru,MG,1,
03/04/2020,Carmo do Cajuru,MG,1,0.0
04/04/2020,Carmo do Cajuru,MG,1,0.0
05/04/2020,Carmo do Cajuru,MG,1,0.0
06/04/2020,Carmo do Cajuru,MG,1,0.0
07/04/2020,Carmo do Cajuru,MG,1,0.0
08/04/2020,Carmo do Cajuru,MG,2,0.0
06/04/2020,Centralina,MG,1,0.0
07/04/2020,Centralina,MG,1,0.0
08/04/2020,Centralina,MG,1,0.0
23/03/2020,Contagem,MG,1,
24/03/2020,Contagem,MG,2,
25/03/2020,Contagem,MG,2,
26/03/2020,Contagem,MG,2,
27/03/2020,Contagem,MG,3,
28/03/2020,Contagem,MG,4,
29/03/2020,Contagem,MG,4,
30/03/2020,Contagem,MG,5,
31/03/2020,Contagem,MG,5,
01/04/2020,Contagem,MG,7,
02/04/2020,Contagem,MG,9,
03/04/2020,Contagem,MG,10,0.0
04/04/2020,Contagem,MG,11,0.0
05/04/2020,Contagem,MG,13,0.0
06/04/2020,Contagem,MG,13,0.0
07/04/2020,Contagem,MG,13,0.0
08/04/2020,Contagem,MG,14,0.0
17/03/2020,Coronel Fabriciano,MG,1,
18/03/2020,Coronel Fabriciano,MG,1,
19/03/2020,Coronel Fabriciano,MG,1,
20/03/2020,Coronel Fabriciano,MG,1,
21/03/2020,Coronel Fabriciano,MG,2,
22/03/2020,Coronel Fabriciano,MG,2,
23/03/2020,Coronel Fabriciano,MG,2,
24/03/2020,Coronel Fabriciano,MG,1,
25/03/2020,Coronel Fabriciano,MG,1,
26/03/2020,Coronel Fabriciano,MG,1,
27/03/2020,Coronel Fabriciano,MG,1,
28/03/2020,Coronel Fabriciano,MG,1,
29/03/2020,Coronel Fabriciano,MG,1,
30/03/2020,Coronel Fabriciano,MG,1,
31/03/2020,Coronel Fabriciano,MG,1,
01/04/2020,Coronel Fabriciano,MG,1,
02/04/2020,Coronel Fabriciano,MG,1,
03/04/2020,Coronel Fabriciano,MG,1,0.0
04/04/2020,Coronel Fabriciano,MG,1,0.0
05/04/2020,Coronel Fabriciano,MG,1,0.0
06/04/2020,Coronel Fabriciano,MG,1,0.0
07/04/2020,Coronel Fabriciano,MG,2,0.0
08/04/2020,Coronel Fabriciano,MG,2,0.0
06/04/2020,Divinésia,MG,1,0.0
07/04/2020,Divinésia,MG,1,0.0
08/04/2020,Divinésia,MG,1,0.0
09/03/2020,Divinópolis,MG,1,
10/03/2020,Divinópolis,MG,1,
11/03/2020,Divinópolis,MG,1,
12/03/2020,Divinópolis,MG,1,
13/03/2020,Divinópolis,MG,1,
14/03/2020,Divinópolis,MG,1,
15/03/2020,Divinópolis,MG,1,
16/03/2020,Divinópolis,MG,1,
17/03/2020,Divinópolis,MG,1,
18/03/2020,Divinópolis,MG,1,
19/03/2020,Divinópolis,MG,1,
20/03/2020,Divinópolis,MG,1,
21/03/2020,Divinópolis,MG,1,
22/03/2020,Divinópolis,MG,1,
23/03/2020,Divinópolis,MG,1,
24/03/2020,Divinópolis,MG,1,
25/03/2020,Divinópolis,MG,1,
26/03/2020,Divinópolis,MG,2,
27/03/2020,Divinópolis,MG,6,
28/03/2020,Divinópolis,MG,5,
29/03/2020,Divinópolis,MG,7,
30/03/2020,Divinópolis,MG,9,
31/03/2020,Divinópolis,MG,9,
01/04/2020,Divinópolis,MG,9,
02/04/2020,Divinópolis,MG,9,
03/04/2020,Divinópolis,MG,12,0.0
04/04/2020,Divinópolis,MG,14,0.0
05/04/2020,Divinópolis,MG,15,0.0
06/04/2020,Divinópolis,MG,15,0.0
07/04/2020,Divinópolis,MG,15,0.0
08/04/2020,Divinópolis,MG,16,0.0
03/04/2020,Esmeraldas,MG,1,0.0
04/04/2020,Esmeraldas,MG,1,0.0
05/04/2020,Esmeraldas,MG,1,0.0
06/04/2020,Esmeraldas,MG,1,0.0
07/04/2020,Esmeraldas,MG,1,0.0
08/04/2020,Esmeraldas,MG,1,0.0
29/03/2020,Extrema,MG,1,
30/03/2020,Extrema,MG,1,
31/03/2020,Extrema,MG,1,
01/04/2020,Extrema,MG,1,
02/04/2020,Extrema,MG,1,
03/04/2020,Extrema,MG,1,0.0
04/04/2020,Extrema,MG,1,0.0
05/04/2020,Extrema,MG,1,0.0
06/04/2020,Extrema,MG,1,0.0
07/04/2020,Extrema,MG,1,0.0
08/04/2020,Extrema,MG,2,0.0
06/04/2020,Formiga,MG,1,0.0
07/04/2020,Formiga,MG,1,0.0
08/04/2020,Formiga,MG,1,0.0
06/04/2020,Frutal,MG,1,0.0
07/04/2020,Frutal,MG,1,0.0
08/04/2020,Frutal,MG,1,0.0
26/03/2020,Governador Valadares,MG,1,
27/03/2020,Governador Valadares,MG,1,
28/03/2020,Governador Valadares,MG,1,
29/03/2020,Governador Valadares,MG,2,
30/03/2020,Governador Valadares,MG,2,
31/03/2020,Governador Valadares,MG,2,
01/04/2020,Governador Valadares,MG,2,
02/04/2020,Governador Valadares,MG,2,
03/04/2020,Governador Valadares,MG,2,0.0
04/04/2020,Governador Valadares,MG,2,0.0
05/04/2020,Governador Valadares,MG,2,0.0
06/04/2020,Governador Valadares,MG,2,0.0
07/04/2020,Governador Valadares,MG,3,0.0
08/04/2020,Governador Valadares,MG,2,0.0
28/03/2020,Guimarânia,MG,1,
29/03/2020,Guimarânia,MG,1,
30/03/2020,Guimarânia,MG,1,
31/03/2020,Guimarânia,MG,1,
01/04/2020,Guimarânia,MG,1,
02/04/2020,Guimarânia,MG,1,
03/04/2020,Guimarânia,MG,1,0.0
04/04/2020,Guimarânia,MG,1,0.0
05/04/2020,Guimarânia,MG,1,0.0
06/04/2020,Guimarânia,MG,1,0.0
07/04/2020,Guimarânia,MG,1,0.0
08/04/2020,Guimarânia,MG,1,0.0
08/04/2020,Não informado,MG,14,0.0
08/04/2020,Ipaba,MG,1,0.0
12/03/2020,Ipatinga,MG,1,
13/03/2020,Ipatinga,MG,1,
14/03/2020,Ipatinga,MG,1,
15/03/2020,Ipatinga,MG,1,
16/03/2020,Ipatinga,MG,1,
17/03/2020,Ipatinga,MG,1,
18/03/2020,Ipatinga,MG,1,
19/03/2020,Ipatinga,MG,1,
20/03/2020,Ipatinga,MG,1,
21/03/2020,Ipatinga,MG,1,
22/03/2020,Ipatinga,MG,1,
23/03/2020,Ipatinga,MG,1,
24/03/2020,Ipatinga,MG,1,
25/03/2020,Ipatinga,MG,1,
26/03/2020,Ipatinga,MG,1,
27/03/2020,Ipatinga,MG,1,
28/03/2020,Ipatinga,MG,1,
29/03/2020,Ipatinga,MG,1,
30/03/2020,Ipatinga,MG,1,
31/03/2020,Ipatinga,MG,1,
01/04/2020,Ipatinga,MG,1,
02/04/2020,Ipatinga,MG,1,
03/04/2020,Ipatinga,MG,1,0.0
04/04/2020,Ipatinga,MG,1,0.0
05/04/2020,Ipatinga,MG,1,0.0
06/04/2020,Ipatinga,MG,1,0.0
07/04/2020,Ipatinga,MG,2,0.0
08/04/2020,Ipatinga,MG,3,0.0
03/04/2020,Itabira,MG,1,0.0
04/04/2020,Itabira,MG,1,0.0
05/04/2020,Itabira,MG,1,0.0
06/04/2020,Itabira,MG,1,0.0
07/04/2020,Itabira,MG,1,0.0
08/04/2020,Itabira,MG,1,0.0
07/04/2020,Itapeva,MG,1,0.0
08/04/2020,Itapeva,MG,1,0.0
05/04/2020,Janaúba,MG,1,0.0
06/04/2020,Janaúba,MG,2,0.0
07/04/2020,Janaúba,MG,2,0.0
08/04/2020,Janaúba,MG,2,0.0
06/04/2020,Jeceaba,MG,1,0.0
07/04/2020,Jeceaba,MG,1,0.0
08/04/2020,Jeceaba,MG,1,0.0
14/03/2020,Juiz de Fora,MG,1,
15/03/2020,Juiz de Fora,MG,2,
16/03/2020,Juiz de Fora,MG,2,
17/03/2020,Juiz de Fora,MG,2,
18/03/2020,Juiz de Fora,MG,2,
19/03/2020,Juiz de Fora,MG,2,
20/03/2020,Juiz de Fora,MG,5,
21/03/2020,Juiz de Fora,MG,5,
22/03/2020,Juiz de Fora,MG,5,
23/03/2020,Juiz de Fora,MG,8,
24/03/2020,Juiz de Fora,MG,8,
25/03/2020,Juiz de Fora,MG,8,
26/03/2020,Juiz de Fora,MG,8,
27/03/2020,Juiz de Fora,MG,11,
28/03/2020,Juiz de Fora,MG,11,
29/03/2020,Juiz de Fora,MG,11,
30/03/2020,Juiz de Fora,MG,13,
31/03/2020,Juiz de Fora,MG,23,
01/04/2020,Juiz de Fora,MG,24,
02/04/2020,Juiz de Fora,MG,30,
03/04/2020,Juiz de Fora,MG,30,0.0
04/04/2020,Juiz de Fora,MG,30,0.0
05/04/2020,Juiz de Fora,MG,37,0.0
06/04/2020,Juiz de Fora,MG,39,0.0
07/04/2020,Juiz de Fora,MG,42,0.0
08/04/2020,Juiz de Fora,MG,46,0.0
23/03/2020,Lagoa da Prata,MG,1,
24/03/2020,Lagoa da Prata,MG,1,
25/03/2020,Lagoa da Prata,MG,1,
26/03/2020,Lagoa da Prata,MG,2,
27/03/2020,Lagoa da Prata,MG,2,
28/03/2020,Lagoa da Prata,MG,2,
29/03/2020,Lagoa da Prata,MG,2,
30/03/2020,Lagoa da Prata,MG,2,
31/03/2020,Lagoa da Prata,MG,2,
01/04/2020,Lagoa da Prata,MG,5,
02/04/2020,Lagoa da Prata,MG,5,
03/04/2020,Lagoa da Prata,MG,5,0.0
04/04/2020,Lagoa da Prata,MG,5,0.0
05/04/2020,Lagoa da Prata,MG,5,0.0
06/04/2020,Lagoa da Prata,MG,5,0.0
07/04/2020,Lagoa da Prata,MG,11,0.0
08/04/2020,Lagoa da Prata,MG,11,0.0
01/04/2020,Lavras,MG,1,
02/04/2020,Lavras,MG,1,
03/04/2020,Lavras,MG,1,0.0
04/04/2020,Lavras,MG,2,0.0
05/04/2020,Lavras,MG,2,0.0
06/04/2020,Lavras,MG,3,0.0
07/04/2020,Lavras,MG,3,0.0
08/04/2020,Lavras,MG,3,0.0
06/04/2020,Machado,MG,1,0.0
07/04/2020,Machado,MG,1,0.0
08/04/2020,Machado,MG,1,0.0
31/03/2020,Manhuaçu,MG,1,
01/04/2020,Manhuaçu,MG,1,
02/04/2020,Manhuaçu,MG,1,
03/04/2020,Manhuaçu,MG,1,0.0
04/04/2020,Manhuaçu,MG,1,0.0
05/04/2020,Manhuaçu,MG,1,0.0
06/04/2020,Manhuaçu,MG,1,0.0
07/04/2020,Manhuaçu,MG,1,0.0
08/04/2020,Manhuaçu,MG,1,0.0
20/03/2020,Mariana,MG,1,
21/03/2020,Mariana,MG,1,
22/03/2020,Mariana,MG,1,
23/03/2020,Mariana,MG,2,
24/03/2020,Mariana,MG,2,
25/03/2020,Mariana,MG,2,
26/03/2020,Mariana,MG,2,
27/03/2020,Mariana,MG,2,
28/03/2020,Mariana,MG,2,
29/03/2020,Mariana,MG,2,
30/03/2020,Mariana,MG,2,
31/03/2020,Mariana,MG,2,
01/04/2020,Mariana,MG,2,1.0
02/04/2020,Mariana,MG,3,1.0
03/04/2020,Mariana,MG,3,1.0
04/04/2020,Mariana,MG,3,1.0
05/04/2020,Mariana,MG,2,1.0
06/04/2020,Mariana,MG,3,1.0
07/04/2020,Mariana,MG,3,1.0
08/04/2020,Mariana,MG,3,1.0
06/04/2020,Matozinhos,MG,1,0.0
07/04/2020,Matozinhos,MG,1,0.0
08/04/2020,Matozinhos,MG,1,0.0
06/04/2020,Montes Claros,MG,1,1.0
07/04/2020,Montes Claros,MG,1,1.0
08/04/2020,Montes Claros,MG,1,1.0
29/03/2020,Muriaé,MG,1,
30/03/2020,Muriaé,MG,1,
31/03/2020,Muriaé,MG,1,
01/04/2020,Muriaé,MG,1,
02/04/2020,Muriaé,MG,3,
03/04/2020,Muriaé,MG,3,0.0
04/04/2020,Muriaé,MG,3,0.0
05/04/2020,Muriaé,MG,4,0.0
06/04/2020,Muriaé,MG,4,0.0
07/04/2020,Muriaé,MG,4,0.0
08/04/2020,Muriaé,MG,4,0.0
04/04/2020,Nanuque,MG,2,0.0
05/04/2020,Nanuque,MG,2,0.0
06/04/2020,Nanuque,MG,2,0.0
07/04/2020,Nanuque,MG,2,0.0
08/04/2020,Nanuque,MG,2,0.0
22/03/2020,Não informado,MG,29,
23/03/2020,Não informado,MG,28,
24/03/2020,Não informado,MG,2,
25/03/2020,Não informado,MG,2,
26/03/2020,Não informado,MG,5,
27/03/2020,Não informado,MG,5,
28/03/2020,Não informado,MG,3,
29/03/2020,Não informado,MG,3,
30/03/2020,Não informado,MG,3,
31/03/2020,Não informado,MG,5,
01/04/2020,Não informado,MG,2,
02/04/2020,Não informado,MG,3,
03/04/2020,Não informado,MG,0,0.0
04/04/2020,Não informado,MG,6,0.0
05/04/2020,Não informado,MG,13,0.0
06/04/2020,Não informado,MG,9,0.0
07/04/2020,Não informado,MG,10,0.0
08/04/2020,Não informado,MG,10,0.0
17/03/2020,Nova Lima,MG,1,
18/03/2020,Nova Lima,MG,1,
19/03/2020,Nova Lima,MG,2,
20/03/2020,Nova Lima,MG,4,
21/03/2020,Nova Lima,MG,4,
22/03/2020,Nova Lima,MG,4,
23/03/2020,Nova Lima,MG,7,
24/03/2020,Nova Lima,MG,7,
25/03/2020,Nova Lima,MG,7,
26/03/2020,Nova Lima,MG,11,
27/03/2020,Nova Lima,MG,13,
28/03/2020,Nova Lima,MG,16,
29/03/2020,Nova Lima,MG,19,
30/03/2020,Nova Lima,MG,19,1.0
31/03/2020,Nova Lima,MG,20,1.0
01/04/2020,Nova Lima,MG,19,1.0
02/04/2020,Nova Lima,MG,22,
03/04/2020,Nova Lima,MG,30,0.0
04/04/2020,Nova Lima,MG,32,0.0
05/04/2020,Nova Lima,MG,37,0.0
06/04/2020,Nova Lima,MG,37,0.0
07/04/2020,Nova Lima,MG,37,0.0
08/04/2020,Nova Lima,MG,37,0.0
06/04/2020,Ouro Fino,MG,1,1.0
07/04/2020,Ouro Fino,MG,1,1.0
08/04/2020,Ouro Fino,MG,1,1.0
05/04/2020,Paracatu,MG,1,0.0
06/04/2020,Paracatu,MG,1,0.0
07/04/2020,Paracatu,MG,1,0.0
08/04/2020,Paracatu,MG,1,0.0
05/04/2020,Paraisópolis,MG,1,0.0
06/04/2020,Paraisópolis,MG,1,0.0
07/04/2020,Paraisópolis,MG,1,0.0
08/04/2020,Paraisópolis,MG,2,1.0
27/03/2020,Patos de Minas,MG,1,0.0
28/03/2020,Patos de Minas,MG,1,0.0
29/03/2020,Patos de Minas,MG,1,0.0
30/03/2020,Patos de Minas,MG,1,0.0
31/03/2020,Patos de Minas,MG,1,0.0
01/04/2020,Patos de Minas,MG,1,0.0
02/04/2020,Patos de Minas,MG,1,0.0
03/04/2020,Patos de Minas,MG,1,0.0
04/04/2020,Patos de Minas,MG,1,0.0
05/04/2020,Patos de Minas,MG,3,0.0
06/04/2020,Patos de Minas,MG,4,0.0
07/04/2020,Patos de Minas,MG,4,0.0
08/04/2020,Patos de Minas,MG,5,0.0
14/03/2020,Patrocínio,MG,1,
15/03/2020,Patrocínio,MG,1,
16/03/2020,Patrocínio,MG,1,
17/03/2020,Patrocínio,MG,1,
18/03/2020,Patrocínio,MG,1,
19/03/2020,Patrocínio,MG,1,
20/03/2020,Patrocínio,MG,1,
21/03/2020,Patrocínio,MG,1,
22/03/2020,Patrocínio,MG,1,
23/03/2020,Patrocínio,MG,1,
24/03/2020,Patrocínio,MG,1,
25/03/2020,Patrocínio,MG,1,
26/03/2020,Patrocínio,MG,1,
27/03/2020,Patrocínio,MG,1,
28/03/2020,Patrocínio,MG,1,
29/03/2020,Patrocínio,MG,1,
30/03/2020,Patrocínio,MG,1,
31/03/2020,Patrocínio,MG,1,
01/04/2020,Patrocínio,MG,1,
02/04/2020,Patrocínio,MG,3,
03/04/2020,Patrocínio,MG,3,0.0
04/04/2020,Patrocínio,MG,3,0.0
05/04/2020,Patrocínio,MG,3,0.0
06/04/2020,Patrocínio,MG,5,0.0
07/04/2020,Patrocínio,MG,5,0.0
08/04/2020,Patrocínio,MG,6,0.0
07/04/2020,Piumhi,MG,1,0.0
08/04/2020,Piumhi,MG,1,0.0
20/03/2020,Poços de Caldas,MG,1,
21/03/2020,Poços de Caldas,MG,1,
22/03/2020,Poços de Caldas,MG,1,
23/03/2020,Poços de Caldas,MG,1,
24/03/2020,Poços de Caldas,MG,1,
25/03/2020,Poços de Caldas,MG,1,
26/03/2020,Poços de Caldas,MG,1,
27/03/2020,Poços de Caldas,MG,1,
28/03/2020,Poços de Caldas,MG,1,
29/03/2020,Poços de Caldas,MG,2,
30/03/2020,Poços de Caldas,MG,2,
31/03/2020,Poços de Caldas,MG,2,
01/04/2020,Poços de Caldas,MG,2,
02/04/2020,Poços de Caldas,MG,2,
03/04/2020,Poços de Caldas,MG,2,0.0
04/04/2020,Poços de Caldas,MG,2,0.0
05/04/2020,Poços de Caldas,MG,2,0.0
06/04/2020,Poços de Caldas,MG,2,0.0
07/04/2020,Poços de Caldas,MG,2,0.0
08/04/2020,Poços de Caldas,MG,2,0.0
01/04/2020,Pouso Alegre,MG,1,
02/04/2020,Pouso Alegre,MG,3,
03/04/2020,Pouso Alegre,MG,3,0.0
04/04/2020,Pouso Alegre,MG,3,0.0
05/04/2020,Pouso Alegre,MG,4,0.0
06/04/2020,Pouso Alegre,MG,5,0.0
07/04/2020,Pouso Alegre,MG,8,1.0
08/04/2020,Pouso Alegre,MG,9,1.0
02/04/2020,Ribeirão das Neves,MG,2,
03/04/2020,Ribeirão das Neves,MG,1,0.0
04/04/2020,Ribeirão das Neves,MG,1,0.0
05/04/2020,Ribeirão das Neves,MG,1,0.0
06/04/2020,Ribeirão das Neves,MG,1,0.0
07/04/2020,Ribeirão das Neves,MG,2,0.0
