data,municipio,uf,casos confirmados,mortes,fonte
30/03/2020,Campo Belo,MG,1,,
23/03/2020,Campos Altos,MG,1,,
24/03/2020,Campos Altos,MG,1,,
25/03/2020,Campos Altos,MG,1,,
26/03/2020,Campos Altos,MG,1,,
27/03/2020,Campos Altos,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Campos Altos,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Campos Altos,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Campos Altos,MG,1,,
30/03/2020,Carmo do Cajuru,MG,1,,
28/03/2020,Carno do Cajuru,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Carno do Cajuru,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
23/03/2020,Contagem,MG,1,,
24/03/2020,Contagem,MG,2,,
25/03/2020,Contagem,MG,2,,
26/03/2020,Contagem,MG,2,,
27/03/2020,Contagem,MG,3,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Contagem,MG,4,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Contagem,MG,4,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Contagem,MG,5,,
17/03/2020,Coronel Fabriciano,MG,1,,
18/03/2020,Coronel Fabriciano,MG,1,,
19/03/2020,Coronel Fabriciano,MG,1,,
20/03/2020,Coronel Fabriciano,MG,1,,
21/03/2020,Coronel Fabriciano,MG,2,,
22/03/2020,Coronel Fabriciano,MG,2,,
23/03/2020,Coronel Fabriciano,MG,2,,
24/03/2020,Coronel Fabriciano,MG,1,,
25/03/2020,Coronel Fabriciano,MG,1,,
26/03/2020,Coronel Fabriciano,MG,1,,
27/03/2020,Coronel Fabriciano,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Coronel Fabriciano,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Coronel Fabriciano,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Coronel Fabriciano,MG,1,,
30/03/2020,Curvelo,MG,1,,
09/03/2020,Divinópolis,MG,1,,
10/03/2020,Divinópolis,MG,1,,
11/03/2020,Divinópolis,MG,1,,
12/03/2020,Divinópolis,MG,1,,
13/03/2020,Divinópolis,MG,1,,
14/03/2020,Divinópolis,MG,1,,
15/03/2020,Divinópolis,MG,1,,
16/03/2020,Divinópolis,MG,1,,
17/03/2020,Divinópolis,MG,1,,
18/03/2020,Divinópolis,MG,1,,
19/03/2020,Divinópolis,MG,1,,
20/03/2020,Divinópolis,MG,1,,
21/03/2020,Divinópolis,MG,1,,
22/03/2020,Divinópolis,MG,1,,
23/03/2020,Divinópolis,MG,1,,
24/03/2020,Divinópolis,MG,1,,
25/03/2020,Divinópolis,MG,1,,
26/03/2020,Divinópolis,MG,2,,
27/03/2020,Divinópolis,MG,6,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Divinópolis,MG,5,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Divinópolis,MG,7,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Divinópolis,MG,9,,
29/03/2020,Extrema,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Extrema,MG,1,,
26/03/2020,Governador Valadares,MG,1,,
27/03/2020,Governador Valadares,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Governador Valadares,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Governador Valadares,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Governador Valadares,MG,2,,
28/03/2020,Guimarânia,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Guimarânia,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Guimarânia,MG,1,,
12/03/2020,Ipatinga,MG,1,,
13/03/2020,Ipatinga,MG,1,,
14/03/2020,Ipatinga,MG,1,,
15/03/2020,Ipatinga,MG,1,,
16/03/2020,Ipatinga,MG,1,,
17/03/2020,Ipatinga,MG,1,,
18/03/2020,Ipatinga,MG,1,,
19/03/2020,Ipatinga,MG,1,,
20/03/2020,Ipatinga,MG,1,,
21/03/2020,Ipatinga,MG,1,,
22/03/2020,Ipatinga,MG,1,,
23/03/2020,Ipatinga,MG,1,,
24/03/2020,Ipatinga,MG,1,,
25/03/2020,Ipatinga,MG,1,,
26/03/2020,Ipatinga,MG,1,,
27/03/2020,Ipatinga,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Ipatinga,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Ipatinga,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Ipatinga,MG,1,,
14/03/2020,Juiz de Fora,MG,1,,
15/03/2020,Juiz de Fora,MG,2,,
16/03/2020,Juiz de Fora,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12286-informe-epidemiologico-coronavirus-16-03-2020
17/03/2020,Juiz de Fora,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12298-informe-epidemiologico-coronavirus-06-03-2020
18/03/2020,Juiz de Fora,MG,2,,
19/03/2020,Juiz de Fora,MG,2,,
20/03/2020,Juiz de Fora,MG,5,,
21/03/2020,Juiz de Fora,MG,5,,
22/03/2020,Juiz de Fora,MG,5,,
23/03/2020,Juiz de Fora,MG,8,,
24/03/2020,Juiz de Fora,MG,8,,
25/03/2020,Juiz de Fora,MG,8,,
26/03/2020,Juiz de Fora,MG,8,,
27/03/2020,Juiz de Fora,MG,11,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Juiz de Fora,MG,11,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Juiz de Fora,MG,11,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Juiz de Fora,MG,13,,
24/03/2020,Lagoa da Prata,MG,1,,
25/03/2020,Lagoa da Prata,MG,1,,
26/03/2020,Lagoa da Prata,MG,2,,
27/03/2020,Lagoa da Prata,MG,2,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Lagoa da Prata,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Lagoa da Prata,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Lagoa da Prata,MG,2,,
23/03/2020,Lagoa de Prata,MG,1,,
20/03/2020,Mariana,MG,1,,
21/03/2020,Mariana,MG,1,,
22/03/2020,Mariana,MG,1,,
23/03/2020,Mariana,MG,2,,
24/03/2020,Mariana,MG,2,,
25/03/2020,Mariana,MG,2,,
26/03/2020,Mariana,MG,2,,
27/03/2020,Mariana,MG,2,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Mariana,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Mariana,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Mariana,MG,2,,
29/03/2020,Muriaé,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Muriaé,MG,1,,
22/03/2020,Não informado,MG,29,,
23/03/2020,Não informado,MG,28,,
24/03/2020,Não informado,MG,2,,
26/03/2020,Não informado,MG,5,,
27/03/2020,Não informado,MG,5,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Não informado,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Não informado,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Não informado,MG,3,,
17/03/2020,Nova Lima,MG,1,,
18/03/2020,Nova Lima,MG,1,,
19/03/2020,Nova Lima,MG,2,,
20/03/2020,Nova Lima,MG,4,,
21/03/2020,Nova Lima,MG,4,,
22/03/2020,Nova Lima,MG,4,,
23/03/2020,Nova Lima,MG,7,,
24/03/2020,Nova Lima,MG,7,,
25/03/2020,Nova Lima,MG,7,,
26/03/2020,Nova Lima,MG,11,,
27/03/2020,Nova Lima,MG,13,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Nova Lima,MG,16,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Nova Lima,MG,19,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Nova Lima,MG,19,1,
27/03/2020,Patos de Minas,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
14/03/2020,Patrocínio,MG,1,,
15/03/2020,Patrocínio,MG,1,,
16/03/2020,Patrocínio,MG,1,,
17/03/2020,Patrocínio,MG,1,,
18/03/2020,Patrocínio,MG,1,,
19/03/2020,Patrocínio,MG,1,,
20/03/2020,Patrocínio,MG,1,,
21/03/2020,Patrocínio,MG,1,,
22/03/2020,Patrocínio,MG,1,,
23/03/2020,Patrocínio,MG,1,,
24/03/2020,Patrocínio,MG,1,,
25/03/2020,Patrocínio,MG,1,,
26/03/2020,Patrocínio,MG,1,,
27/03/2020,Patrocínio,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Patrocínio,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Patrocínio,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Patrocínio,MG,1,,
20/03/2020,Poços de Caldas,MG,1,,
21/03/2020,Poços de Caldas,MG,1,,
22/03/2020,Poços de Caldas,MG,1,,
23/03/2020,Poços de Caldas,MG,1,,
24/03/2020,Poços de Caldas,MG,1,,
25/03/2020,Poços de Caldas,MG,1,,
26/03/2020,Poços de Caldas,MG,1,,
27/03/2020,Poços de Caldas,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Poços de Caldas,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Poços de Caldas,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Poços de Caldas,MG,2,,
27/03/2020,Sabará,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Sabará,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Sabará,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Sabará,MG,3,,
29/03/2020,Santa Luzia,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Santa Luzia,MG,1,,
21/03/2020,São João del Rei,MG,1,,
25/03/2020,São João del Rei,MG,1,,
26/03/2020,São João del Rei,MG,1,,
27/03/2020,São João del Rei,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,São João del Rei,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,São João del Rei,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,São João del Rei,MG,2,,
29/03/2020,Serra do Salitre,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Serra do Salitre,MG,1,,
17/03/2020,Sete Lagoas,MG,1,,
18/03/2020,Sete Lagoas,MG,1,,
19/03/2020,Sete Lagoas,MG,1,,
20/03/2020,Sete Lagoas,MG,1,,
21/03/2020,Sete Lagoas,MG,1,,
22/03/2020,Sete Lagoas,MG,1,,
23/03/2020,Sete Lagoas,MG,2,,
24/03/2020,Sete Lagoas,MG,2,,
25/03/2020,Sete Lagoas,MG,2,,
26/03/2020,Sete Lagoas,MG,2,,
27/03/2020,Sete Lagoas,MG,2,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Sete Lagoas,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Sete Lagoas,MG,2,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Sete Lagoas,MG,2,,
23/03/2020,Timóteo,MG,1,,
24/03/2020,Timóteo,MG,1,,
25/03/2020,Timóteo,MG,1,,
26/03/2020,Timóteo,MG,1,,
27/03/2020,Timóteo,MG,1,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Timóteo,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Timóteo,MG,1,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Timóteo,MG,1,,
20/03/2020,Uberaba,MG,1,,
21/03/2020,Uberaba,MG,3,,
22/03/2020,Uberaba,MG,3,,
23/03/2020,Uberaba,MG,3,,
24/03/2020,Uberaba,MG,3,,
25/03/2020,Uberaba,MG,3,,
26/03/2020,Uberaba,MG,3,,
27/03/2020,Uberaba,MG,3,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Uberaba,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Uberaba,MG,3,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Uberaba,MG,3,,
17/03/2020,Uberlândia,MG,1,,
18/03/2020,Uberlândia,MG,1,,
19/03/2020,Uberlândia,MG,2,,
20/03/2020,Uberlândia,MG,1,,
21/03/2020,Uberlândia,MG,4,,
22/03/2020,Uberlândia,MG,4,,
23/03/2020,Uberlândia,MG,6,,
24/03/2020,Uberlândia,MG,7,,
25/03/2020,Uberlândia,MG,7,,
26/03/2020,Uberlândia,MG,7,,
27/03/2020,Uberlândia,MG,7,,"https://www.em.com.br/app/noticia/gerais/2020/03/27/interna_gerais,1133028/coronavirus-saude-investiga-28-obitos-e-confirma-36-novos-casos-em-mg.shtml"
28/03/2020,Uberlândia,MG,7,,https://www.saude.mg.gov.br/component/gmg/story/12378-informe-epidemiologico-coronavirus-28-03-2020
29/03/2020,Uberlândia,MG,7,,https://www.saude.mg.gov.br/component/gmg/story/12379-informe-epidemiologico-coronavirus-29-03-2020
30/03/2020,Uberlândia,MG,10,,
30/03/2020,Unaí,MG,1,,
27/03/2020,Batayporã,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/27/mais-duas-cidades-registram-doenca-e-casos-de-coronavirus-sobem-para-28-em-mato-grosso-do-sul.ghtml
28/03/2020,Batayporã,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/28/ms-confirma-31-casos-do-coronavirus-e-dois-primeiros-registros-em-dourados.ghtml
29/03/2020,Batayporã,MS,2,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/29/casos-de-coronavirus-chegam-a-36-em-mato-grosso-do-sul.ghtml
30/03/2020,Batayporã,MS,3,,
14/03/2020,Campo Grande,MS,2,,
15/03/2020,Campo Grande,MS,2,,
16/03/2020,Campo Grande,MS,4,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/16/sobe-para-4-os-casos-confirmados-de-novo-coronavirus-em-ms.ghtml
17/03/2020,Campo Grande,MS,6,,http://www.vs.saude.ms.gov.br/wp-content/uploads/2020/03/BOLETIM-CORONAVIRUS-17-03-2020.pdf
18/03/2020,Campo Grande,MS,7,,http://www.vs.saude.ms.gov.br/wp-content/uploads/2020/03/BOLETIM-CORONAVIRUS-18-03-2020-1.pdf
19/03/2020,Campo Grande,MS,8,,http://www.vs.saude.ms.gov.br/wp-content/uploads/2020/03/BOLETIM-CORONAVIRUS-19-03-2020.pdf
20/03/2020,Campo Grande,MS,11,,https://www.coronavirus.ms.gov.br/?p=190
21/03/2020,Campo Grande,MS,14,,
22/03/2020,Campo Grande,MS,19,,
23/03/2020,Campo Grande,MS,19,,
24/03/2020,Campo Grande,MS,22,,
25/03/2020,Campo Grande,MS,22,,
26/03/2020,Campo Grande,MS,23,,
27/03/2020,Campo Grande,MS,24,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/27/mais-duas-cidades-registram-doenca-e-casos-de-coronavirus-sobem-para-28-em-mato-grosso-do-sul.ghtml
28/03/2020,Campo Grande,MS,25,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/28/ms-confirma-31-casos-do-coronavirus-e-dois-primeiros-registros-em-dourados.ghtml
29/03/2020,Campo Grande,MS,29,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/29/casos-de-coronavirus-chegam-a-36-em-mato-grosso-do-sul.ghtml
30/03/2020,Campo Grande,MS,36,,
28/03/2020,Dourados,MS,2,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/28/ms-confirma-31-casos-do-coronavirus-e-dois-primeiros-registros-em-dourados.ghtml
29/03/2020,Dourados,MS,2,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/29/casos-de-coronavirus-chegam-a-36-em-mato-grosso-do-sul.ghtml
30/03/2020,Dourados,MS,2,,
21/03/2020,Ponta Porã,MS,1,,
22/03/2020,Ponta Porã,MS,1,,
23/03/2020,Ponta Porã,MS,1,,
24/03/2020,Ponta Porã,MS,1,,
25/03/2020,Ponta Porã,MS,1,,
26/03/2020,Ponta Porã,MS,1,,
27/03/2020,Ponta Porã,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/27/mais-duas-cidades-registram-doenca-e-casos-de-coronavirus-sobem-para-28-em-mato-grosso-do-sul.ghtml
28/03/2020,Ponta Porã,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/28/ms-confirma-31-casos-do-coronavirus-e-dois-primeiros-registros-em-dourados.ghtml
29/03/2020,Ponta Porã,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/29/casos-de-coronavirus-chegam-a-36-em-mato-grosso-do-sul.ghtml
30/03/2020,Ponta Porã,MS,1,,
27/03/2020,Rio Verde de Mato Grosso,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/27/mais-duas-cidades-registram-doenca-e-casos-de-coronavirus-sobem-para-28-em-mato-grosso-do-sul.ghtml
28/03/2020,Rio Verde de Mato Grosso,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/28/ms-confirma-31-casos-do-coronavirus-e-dois-primeiros-registros-em-dourados.ghtml
29/03/2020,Rio Verde de Mato Grosso,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/29/casos-de-coronavirus-chegam-a-36-em-mato-grosso-do-sul.ghtml
30/03/2020,Rio Verde de Mato Grosso,MS,1,,
19/03/2020,Sidrolândia,MS,1,,
20/03/2020,Sidrolândia,MS,1,,
21/03/2020,Sidrolândia,MS,1,,
22/03/2020,Sidrolândia,MS,1,,
23/03/2020,Sidrolândia,MS,1,,
24/03/2020,Sidrolândia,MS,1,,
25/03/2020,Sidrolândia,MS,1,,
26/03/2020,Sidrolândia,MS,1,,
27/03/2020,Sidrolândia,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/27/mais-duas-cidades-registram-doenca-e-casos-de-coronavirus-sobem-para-28-em-mato-grosso-do-sul.ghtml
28/03/2020,Sidrolândia,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/28/ms-confirma-31-casos-do-coronavirus-e-dois-primeiros-registros-em-dourados.ghtml
29/03/2020,Sidrolândia,MS,1,,https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2020/03/29/casos-de-coronavirus-chegam-a-36-em-mato-grosso-do-sul.ghtml
30/03/2020,Sidrolândia,MS,1,,
20/03/2020,Cuiabá,MT,1,,http://www.saude.mt.gov.br/informe/584
21/03/2020,Cuiabá,MT,1,,
22/03/2020,Cuiabá,MT,1,,
23/03/2020,Cuiabá,MT,5,,
24/03/2020,Cuiabá,MT,5,,
25/03/2020,Cuiabá,MT,6,,
26/03/2020,Cuiabá,MT,8,,
27/03/2020,Cuiabá,MT,8,,
28/03/2020,Cuiabá,MT,8,,
29/03/2020,Cuiabá,MT,8,,
30/03/2020,Cuiabá,MT,12,,
25/03/2020,Nova Monte Verde,MT,1,,
26/03/2020,Nova Monte Verde,MT,1,,
27/03/2020,Nova Monte Verde,MT,1,,
28/03/2020,Nova Monte Verde,MT,1,,
29/03/2020,Nova Monte Verde,MT,1,,
30/03/2020,Nova Monte Verde,MT,1,,
30/03/2020,Rondonópolis,MT,3,,
21/03/2020,Várzea Grande,MT,1,,
22/03/2020,Várzea Grande,MT,1,,
23/03/2020,Várzea Grande,MT,1,,
24/03/2020,Várzea Grande,MT,1,,
25/03/2020,Várzea Grande,MT,2,,
26/03/2020,Várzea Grande,MT,2,,
27/03/2020,Várzea Grande,MT,2,,
28/03/2020,Várzea Grande,MT,2,,
29/03/2020,Várzea Grande,MT,2,,
30/03/2020,Várzea Grande,MT,2,,
25/03/2020,Ananindeua,PA,2,,
26/03/2020,Ananindeua,PA,4,,
27/03/2020,Ananindeua,PA,4,,https://g1.globo.com/pa/para/noticia/2020/03/27/belem-confirma-mais-dois-casos-do-novo-coronavirus-capital-registra-agora-8-pacientes-com-a-doenca.ghtml
28/03/2020,Ananindeua,PA,4,,https://redepara.com.br/Noticia/212073/covid-19-para-tem-18-casos-confirmados-531-descartados-e-105-em-analise
29/03/2020,Ananindeua,PA,4,,https://www.romanews.com.br/cidade/para-confirma-mais-dois-casos-e-tem-20-infectados-por-coronavirus/74164/
30/03/2020,Ananindeua,PA,5,,
18/03/2020,Belém,PA,1,,"https://www.terra.com.br/vida-e-estilo/saude/primeiro-caso-confirmado-de-novo-coronavirus-no-para-e-importado-do-rio-de-janeiro,6fc5d355c38280983e65108f1f59a701o0n73vmt.html"
19/03/2020,Belém,PA,1,,http://www.saude.pa.gov.br/2020/03/19/boletim-informativo-coronavirus-2/
20/03/2020,Belém,PA,2,,http://www.saude.pa.gov.br/2020/03/20/sespa-confirma-o-segundo-caso-de-covid-19-no-para/
21/03/2020,Belém,PA,2,,
22/03/2020,Belém,PA,4,,
23/03/2020,Belém,PA,4,,
24/03/2020,Belém,PA,4,,
25/03/2020,Belém,PA,6,,
26/03/2020,Belém,PA,6,,
27/03/2020,Belém,PA,9,,https://g1.globo.com/pa/para/noticia/2020/03/27/belem-confirma-mais-dois-casos-do-novo-coronavirus-capital-registra-agora-8-pacientes-com-a-doenca.ghtml
28/03/2020,Belém,PA,10,,https://redepara.com.br/Noticia/212073/covid-19-para-tem-18-casos-confirmados-531-descartados-e-105-em-analise
29/03/2020,Belém,PA,12,,https://www.romanews.com.br/cidade/para-confirma-mais-dois-casos-e-tem-20-infectados-por-coronavirus/74164/
30/03/2020,Belém,PA,17,,
26/03/2020,Castanhal,PA,1,,
27/03/2020,Castanhal,PA,1,,https://g1.globo.com/pa/para/noticia/2020/03/27/belem-confirma-mais-dois-casos-do-novo-coronavirus-capital-registra-agora-8-pacientes-com-a-doenca.ghtml
28/03/2020,Castanhal,PA,1,,https://redepara.com.br/Noticia/212073/covid-19-para-tem-18-casos-confirmados-531-descartados-e-105-em-analise
29/03/2020,Castanhal,PA,1,,https://www.romanews.com.br/cidade/para-confirma-mais-dois-casos-e-tem-20-infectados-por-coronavirus/74164/
30/03/2020,Castanhal,PA,1,,
26/03/2020,Itaituba,PA,1,,
27/03/2020,Itaituba,PA,1,,https://g1.globo.com/pa/para/noticia/2020/03/27/belem-confirma-mais-dois-casos-do-novo-coronavirus-capital-registra-agora-8-pacientes-com-a-doenca.ghtml
28/03/2020,Itaituba,PA,1,,https://redepara.com.br/Noticia/212073/covid-19-para-tem-18-casos-confirmados-531-descartados-e-105-em-analise
29/03/2020,Itaituba,PA,1,,https://www.romanews.com.br/cidade/para-confirma-mais-dois-casos-e-tem-20-infectados-por-coronavirus/74164/
30/03/2020,Itaituba,PA,1,,
23/03/2020,Marabá,PA,1,,
24/03/2020,Marabá,PA,1,,
25/03/2020,Marabá,PA,1,,
26/03/2020,Marabá,PA,1,,
